,train_loss,train_acc,test_loss,test_acc
33,0.0025215895730980264,99.97,0.05140362198112143,98.85
34,0.002697097930052526,99.95166666666667,0.05265568782558148,98.76
35,0.0023303603020879866,99.97166666666666,0.0521974965257391,98.87
36,0.002119290808433713,99.975,0.052890569224204,98.77
37,0.0016859988309776478,99.98166666666667,0.053751744366550155,98.9
38,0.0017524688221298372,99.97666666666667,0.052135582836231154,98.91
39,0.001318400584511134,99.99,0.05631339269599493,98.81
40,0.0014964722036938838,99.98833333333333,0.05562088463218629,98.79
41,0.0011706300400207207,99.995,0.054624090271784095,98.89
42,0.0010025458901827733,99.995,0.05515972343381236,98.91
43,0.0011012247634880623,99.99166666666666,0.055559899460924385,98.87
44,0.0009631084661835606,99.99166666666666,0.0566229013732476,98.8
45,0.0007630471465987891,99.99833333333333,0.0565431256236252,98.83
46,0.000769668810166877,99.99833333333333,0.05508278577670353,98.91
47,0.0008139374170862842,99.995,0.05640966134405858,98.88
48,0.0006844077700619286,99.99833333333333,0.056509533697590084,98.87
49,0.0006477246668843388,99.99666666666667,0.058436088633237376,98.92
50,0.0005917759218118591,100.0,0.05787562031602192,98.87
51,0.0005807774829618969,99.99833333333333,0.058499548040498436,98.89
52,0.0005084950384487759,100.0,0.05851029754041065,98.86
53,0.00048312248059573904,100.0,0.05822348079701868,98.91
54,0.00044385566849465855,100.0,0.05925866824699938,98.86
55,0.0004634006425021653,100.0,0.059347510700354746,98.92
56,0.00039537771608744756,99.99833333333333,0.06088062004928588,98.79
57,0.0003840704438584908,100.0,0.05958877039764417,98.85
58,0.0003794402624752517,100.0,0.061541338717632926,98.83
59,0.000379864067614335,100.0,0.060549851248003675,98.84
60,0.00034272223964791236,100.0,0.06107866190542552,98.93
61,0.00043180415903786224,99.99833333333333,0.06220242054011479,98.8
62,0.00032205466653370725,100.0,0.0625498609518101,98.85
63,0.00031421842389666685,100.0,0.06264918830012732,98.9
64,0.00030455235224394526,100.0,0.06286708913284542,98.88
65,0.0002968151243283993,100.0,0.06308544117984013,98.84
66,0.0003032185030194038,100.0,0.06248780307359738,98.81
67,0.0002806607310844811,100.0,0.06319300105289699,98.83
68,0.00026076329981303086,100.0,0.06411705463301018,98.8
69,0.0002531402633220144,100.0,0.06371454178665274,98.9
70,0.00023449109573903115,100.0,0.06426893767796912,98.86
71,0.00036958216363624765,99.995,0.06533760140256917,98.81
72,0.00028702294910923836,99.99833333333333,0.06482383087145592,98.86
73,0.0002372704392653683,100.0,0.06446402280584138,98.87
74,0.000211088639540075,100.0,0.06470062296710935,98.84
75,0.0002146474949796584,100.0,0.06521430806139904,98.83
76,0.0002053762400961053,100.0,0.06442389733561427,98.86
77,0.00020154827598275915,100.0,0.06550538419907355,98.79
78,0.0002210338362889767,100.0,0.06505503943695828,98.83
79,0.00020614709924681544,100.0,0.06604911814180468,98.81
80,0.0008461816383790695,99.98333333333333,0.06818116173864525,98.77
81,0.00023963859940446733,100.0,0.06587598236150853,98.82
82,0.0001907827371045793,100.0,0.06670152091540019,98.84
83,0.00020019363126304294,100.0,0.06595025886405552,98.83
84,0.00018645519179528948,100.0,0.06729006455333889,98.81
85,0.00017927339129613528,100.0,0.06676106720991555,98.86
86,0.00016315329405529157,100.0,0.06735886846970544,98.84
87,0.000174917213765724,100.0,0.06721600644053793,98.82
88,0.00017059513396797382,100.0,0.06776994939177455,98.84
89,0.0001633727001999811,100.0,0.06786963276323049,98.87
90,0.000151606632456757,100.0,0.06785788362644524,98.85
91,0.00014911204458338526,100.0,0.06766914115936004,98.84
92,0.0001480102311995779,100.0,0.06808878126533259,98.85
93,0.0001543705938401748,100.0,0.06763124667669686,98.87
94,0.00016037467164920828,100.0,0.06874993989297394,98.82
95,0.00014560248240959103,100.0,0.06848203605325594,98.8
96,0.0001457178547387154,100.0,0.06935568896331105,98.79
97,0.00019813160058542204,99.99833333333333,0.06903008706004961,98.81
98,0.00015873054437813986,100.0,0.06937568806374231,98.84
99,0.0001425281913695168,100.0,0.07050685633654212,98.79
